File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_006__250m_16_days_NDVI_doy2018033_aid0001,_250m_16_days_NDVI,aid0001,2018-02-02,76503.0,0.0103,0.9981,"(0.0103,0.9981)",0.5861333,0.1859111,0.0345629,0.7362,0.9981,0.5873,0.0625,0.4667
MOD13Q1_006__250m_16_days_NDVI_doy2018049_aid0001,_250m_16_days_NDVI,aid0001,2018-02-18,76503.0,-0.1196,0.9975,"(-0.1196,0.9975)",0.6743267,0.1369456,0.0187541,0.7917,0.9975,0.6872,0.2338,0.5685
MOD13Q1_006__250m_16_days_NDVI_doy2018065_aid0001,_250m_16_days_NDVI,aid0001,2018-03-06,76497.0,0.0207,0.9991,"(0.0207,0.9991)",0.510596,0.1983479,0.0393419,0.6524,0.9991,0.4986,0.0207,0.3678
MOD13Q1_006__250m_16_days_NDVI_doy2018081_aid0001,_250m_16_days_NDVI,aid0001,2018-03-22,76503.0,0.0192,0.9911,"(0.0192,0.9911)",0.6586142,0.1495505,0.0223654,0.79,0.9911,0.6699,0.1661,0.5401
MOD13Q1_006__250m_16_days_NDVI_doy2018097_aid0001,_250m_16_days_NDVI,aid0001,2018-04-07,76503.0,0.0681,0.9933,"(0.0681,0.9933)",0.6714938,0.1346758,0.0181376,0.7856,0.9933,0.6852,0.255,0.5733
MOD13Q1_006__250m_16_days_NDVI_doy2018113_aid0001,_250m_16_days_NDVI,aid0001,2018-04-23,76503.0,0.0627,0.988,"(0.0627,0.988)",0.6652257,0.1195369,0.0142891,0.7649,0.988,0.6755,0.3056,0.581
MOD13Q1_006__250m_16_days_NDVI_doy2018129_aid0001,_250m_16_days_NDVI,aid0001,2018-05-09,76503.0,0.1556,0.9949,"(0.1556,0.9949)",0.6279857,0.1465718,0.0214833,0.7519,0.9949,0.6416,0.1608,0.5154
MOD13Q1_006__250m_16_days_NDVI_doy2018145_aid0001,_250m_16_days_NDVI,aid0001,2018-05-25,76503.0,0.1802,0.9762,"(0.1802,0.9762)",0.6093132,0.1440155,0.0207405,0.731,0.9762,0.6194,0.1802,0.4928
MOD13Q1_006__250m_16_days_NDVI_doy2018161_aid0001,_250m_16_days_NDVI,aid0001,2018-06-10,76503.0,0.1883,0.8817,"(0.1883,0.8817)",0.5823126,0.1457118,0.0212319,0.7024,0.8817,0.5894,0.1883,0.465
MOD13Q1_006__250m_16_days_NDVI_doy2018177_aid0001,_250m_16_days_NDVI,aid0001,2018-06-26,76503.0,0.1868,0.955,"(0.1868,0.955)",0.5474584,0.1438522,0.0206934,0.6614,0.955,0.5475,0.1868,0.4335
MOD13Q1_006__250m_16_days_NDVI_doy2018193_aid0001,_250m_16_days_NDVI,aid0001,2018-07-12,76503.0,0.1692,0.8908,"(0.1692,0.8908)",0.5266123,0.1405628,0.0197579,0.63325,0.8908,0.5239,0.1692,0.4164
MOD13Q1_006__250m_16_days_NDVI_doy2018209_aid0001,_250m_16_days_NDVI,aid0001,2018-07-28,76503.0,0.1684,0.964,"(0.1684,0.964)",0.5110418,0.131552,0.0173059,0.6067,0.8967,0.508,0.1684,0.4105
MOD13Q1_006__250m_16_days_NDVI_doy2018225_aid0001,_250m_16_days_NDVI,aid0001,2018-08-13,76503.0,0.1707,0.8781,"(0.1707,0.8781)",0.4969866,0.1301841,0.0169479,0.5862,0.8691,0.4892,0.1707,0.3971
MOD13Q1_006__250m_16_days_NDVI_doy2018241_aid0001,_250m_16_days_NDVI,aid0001,2018-08-29,76503.0,0.1709,0.8937,"(0.1709,0.8937)",0.5029473,0.1277132,0.0163107,0.5895,0.8635,0.4974,0.1709,0.4066
MOD13Q1_006__250m_16_days_NDVI_doy2018257_aid0001,_250m_16_days_NDVI,aid0001,2018-09-14,76503.0,0.0893,0.886,"(0.0893,0.886)",0.488243,0.1258018,0.0158261,0.5728,0.8443,0.4778,0.1195,0.3912
MOD13Q1_006__250m_16_days_NDVI_doy2018273_aid0001,_250m_16_days_NDVI,aid0001,2018-09-30,76501.0,0.0295,0.9994,"(0.0295,0.9994)",0.493642,0.1499334,0.02248,0.5992,0.9188,0.4953,0.0655,0.3857
MOD13Q1_006__250m_16_days_NDVI_doy2018289_aid0001,_250m_16_days_NDVI,aid0001,2018-10-16,76503.0,0.0718,0.9667,"(0.0718,0.9667)",0.5479737,0.1331976,0.0177416,0.6502,0.9553,0.551,0.1393,0.4449
MOD13Q1_006__250m_16_days_NDVI_doy2018305_aid0001,_250m_16_days_NDVI,aid0001,2018-11-01,76502.0,0.0242,0.9992,"(0.0242,0.9992)",0.5007539,0.1910172,0.0364876,0.646475,0.9992,0.5029,0.0242,0.3693
MOD13Q1_006__250m_16_days_NDVI_doy2018321_aid0001,_250m_16_days_NDVI,aid0001,2018-11-17,76503.0,0.0376,0.9931,"(0.0376,0.9931)",0.6450838,0.1289453,0.0166269,0.7504,0.9931,0.6526,0.2427,0.547
MOD13Q1_006__250m_16_days_NDVI_doy2018337_aid0001,_250m_16_days_NDVI,aid0001,2018-12-03,76503.0,0.0319,0.9981,"(0.0319,0.9981)",0.647612,0.1364565,0.0186204,0.7609,0.9981,0.6516,0.2199,0.5444
MOD13Q1_006__250m_16_days_NDVI_doy2018353_aid0001,_250m_16_days_NDVI,aid0001,2018-12-19,76503.0,0.1938,0.9876,"(0.1938,0.9876)",0.6504753,0.1337212,0.0178814,0.7667,0.9876,0.6556,0.2005,0.5394
MOD13Q1_006__250m_16_days_NDVI_doy2019001_aid0001,_250m_16_days_NDVI,aid0001,2019-01-01,76503.0,0.0795,0.9986,"(0.0795,0.9986)",0.6472573,0.1343285,0.0180441,0.76235,0.9986,0.6522,0.2043,0.5389
MOD13Q1_006__250m_16_days_NDVI_doy2019017_aid0001,_250m_16_days_NDVI,aid0001,2019-01-17,76502.0,0.0274,0.9994,"(0.0274,0.9994)",0.6160032,0.178239,0.0317691,0.752,0.9994,0.63165,0.167,0.518
MOD13Q1_006__250m_16_days_NDVI_doy2019033_aid0001,_250m_16_days_NDVI,aid0001,2019-02-02,76502.0,0.0228,0.9981,"(0.0228,0.9981)",0.4791375,0.217642,0.047368,0.6414,0.9981,0.4889,0.0228,0.3051
MOD13Q1_006__250m_16_days_NDVI_doy2019049_aid0001,_250m_16_days_NDVI,aid0001,2019-02-18,76094.0,0.0112,0.9994,"(0.0112,0.9994)",0.4631693,0.1995336,0.0398136,0.5916,0.992,0.4724,0.0112,0.3243
MOD13Q1_006__250m_16_days_NDVI_doy2019065_aid0001,_250m_16_days_NDVI,aid0001,2019-03-06,76489.0,0.0283,0.999,"(0.0283,0.999)",0.4944591,0.1970267,0.0388195,0.6331,0.999,0.4973,0.0283,0.3535
MOD13Q1_006__250m_16_days_NDVI_doy2019081_aid0001,_250m_16_days_NDVI,aid0001,2019-03-22,76503.0,0.0336,0.9993,"(0.0336,0.9993)",0.6252145,0.1752137,0.0306998,0.7708,0.9993,0.6334,0.1256,0.5126
MOD13Q1_006__250m_16_days_NDVI_doy2019097_aid0001,_250m_16_days_NDVI,aid0001,2019-04-07,76498.0,0.0333,0.9994,"(0.0333,0.9994)",0.5773724,0.1987483,0.0395009,0.7327,0.9994,0.589,0.0333,0.4456
MOD13Q1_006__250m_16_days_NDVI_doy2019113_aid0001,_250m_16_days_NDVI,aid0001,2019-04-23,76503.0,0.1869,0.9241,"(0.1869,0.9241)",0.6756004,0.1264569,0.0159913,0.7862,0.9241,0.6895,0.2563,0.574
MOD13Q1_006__250m_16_days_NDVI_doy2019129_aid0001,_250m_16_days_NDVI,aid0001,2019-05-09,76503.0,0.0506,0.9949,"(0.0506,0.9949)",0.6530071,0.1370118,0.0187722,0.7618,0.9949,0.6704,0.2668,0.5637
MOD13Q1_006__250m_16_days_NDVI_doy2019145_aid0001,_250m_16_days_NDVI,aid0001,2019-05-25,76503.0,0.2068,0.9659,"(0.2068,0.9659)",0.6543493,0.1375493,0.0189198,0.7721,0.9659,0.6671,0.2185,0.5505
MOD13Q1_006__250m_16_days_NDVI_doy2019161_aid0001,_250m_16_days_NDVI,aid0001,2019-06-10,76503.0,0.195,0.9302,"(0.195,0.9302)",0.613623,0.1310109,0.0171639,0.7185,0.9302,0.6214,0.2256,0.5207
MOD13Q1_006__250m_16_days_NDVI_doy2019177_aid0001,_250m_16_days_NDVI,aid0001,2019-06-26,76503.0,0.1701,0.9268,"(0.1701,0.9268)",0.586473,0.1434564,0.0205797,0.7024,0.9268,0.5922,0.1701,0.4801
MOD13Q1_006__250m_16_days_NDVI_doy2019193_aid0001,_250m_16_days_NDVI,aid0001,2019-07-12,76503.0,0.1592,0.9058,"(0.1592,0.9058)",0.5813397,0.142866,0.0204107,0.6955,0.9058,0.5852,0.1592,0.4741
MOD13Q1_006__250m_16_days_NDVI_doy2019209_aid0001,_250m_16_days_NDVI,aid0001,2019-07-28,76503.0,0.192,0.9288,"(0.192,0.9288)",0.5577038,0.1368929,0.0187397,0.6631,0.9288,0.5567,0.192,0.4551
MOD13Q1_006__250m_16_days_NDVI_doy2019225_aid0001,_250m_16_days_NDVI,aid0001,2019-08-13,76503.0,0.1921,0.9055,"(0.1921,0.9055)",0.5255967,0.1323098,0.0175059,0.6208,0.9055,0.5212,0.1921,0.4261
MOD13Q1_006__250m_16_days_NDVI_doy2019241_aid0001,_250m_16_days_NDVI,aid0001,2019-08-29,76503.0,0.1831,0.8797,"(0.1831,0.8797)",0.5077051,0.1293242,0.0167248,0.5973,0.876,0.5009,0.1831,0.4109
MOD13Q1_006__250m_16_days_NDVI_doy2019257_aid0001,_250m_16_days_NDVI,aid0001,2019-09-14,76503.0,0.1695,0.8998,"(0.1695,0.8998)",0.48621,0.1161078,0.013481,0.5631,0.8071,0.4788,0.1695,0.4004
MOD13Q1_006__250m_16_days_NDVI_doy2019273_aid0001,_250m_16_days_NDVI,aid0001,2019-09-30,76502.0,0.0,0.9975,"(0.0,0.9975)",0.5048633,0.1529969,0.023408,0.612,0.9215,0.5119,0.0916,0.4038
MOD13Q1_006__250m_16_days_NDVI_doy2019289_aid0001,_250m_16_days_NDVI,aid0001,2019-10-16,76503.0,0.029,0.9423,"(0.029,0.9423)",0.5815038,0.1299256,0.0168807,0.6793,0.9423,0.5821,0.2114,0.4921
MOD13Q1_006__250m_16_days_NDVI_doy2019305_aid0001,_250m_16_days_NDVI,aid0001,2019-11-01,76498.0,0.0101,0.9995,"(0.0101,0.9995)",0.5058715,0.2051867,0.0421016,0.6632,0.9995,0.5175,0.0101,0.349025
MOD13Q1_006__250m_16_days_NDVI_doy2019321_aid0001,_250m_16_days_NDVI,aid0001,2019-11-17,76493.0,0.017,0.9996,"(0.017,0.9996)",0.581568,0.190425,0.0362617,0.7229,0.9996,0.6006,0.0768,0.4643
MOD13Q1_006__250m_16_days_NDVI_doy2019337_aid0001,_250m_16_days_NDVI,aid0001,2019-12-03,76500.0,0.0071,0.9995,"(0.0071,0.9995)",0.6325753,0.1634525,0.0267167,0.7513,0.9995,0.656,0.2311,0.5432
MOD13Q1_006__250m_16_days_NDVI_doy2019353_aid0001,_250m_16_days_NDVI,aid0001,2019-12-19,76501.0,0.0129,0.999,"(0.0129,0.999)",0.5912825,0.1822214,0.0332046,0.7286,0.999,0.6159,0.0959,0.4755
MOD13Q1_006__250m_16_days_NDVI_doy2020001_aid0001,_250m_16_days_NDVI,aid0001,2020-01-01,76498.0,0.0192,0.999,"(0.0192,0.999)",0.5156566,0.2025168,0.041013,0.6702,0.999,0.513,0.0192,0.3667
MOD13Q1_006__250m_16_days_NDVI_doy2020017_aid0001,_250m_16_days_NDVI,aid0001,2020-01-17,76503.0,0.0219,0.9993,"(0.0219,0.9993)",0.6179123,0.1711859,0.0293046,0.7541,0.9993,0.6244,0.1405,0.5086
MOD13Q1_006__250m_16_days_NDVI_doy2020033_aid0001,_250m_16_days_NDVI,aid0001,2020-02-02,76498.0,0.0198,0.9992,"(0.0198,0.9992)",0.5100402,0.2024418,0.0409827,0.6632,0.9992,0.4969,0.0198,0.3564
MOD13Q1_006__250m_16_days_NDVI_doy2020049_aid0001,_250m_16_days_NDVI,aid0001,2020-02-18,76500.0,0.0273,0.9993,"(0.0273,0.9993)",0.5269105,0.1703888,0.0290323,0.6435,0.9893,0.5154,0.067,0.412575
MOD13Q1_006__250m_16_days_NDVI_doy2020065_aid0001,_250m_16_days_NDVI,aid0001,2020-03-05,76498.0,0.031,0.9994,"(0.031,0.9994)",0.6072587,0.1749849,0.0306197,0.7447,0.9994,0.6138,0.1118,0.4915
MOD13Q1_006__250m_16_days_NDVI_doy2020081_aid0001,_250m_16_days_NDVI,aid0001,2020-03-21,76502.0,0.1009,0.9991,"(0.1009,0.9991)",0.6720314,0.1246998,0.01555,0.778,0.9991,0.6814,0.277,0.5775
MOD13Q1_006__250m_16_days_NDVI_doy2020097_aid0001,_250m_16_days_NDVI,aid0001,2020-04-06,76503.0,0.0983,0.9872,"(0.0983,0.9872)",0.6672586,0.1387857,0.0192615,0.7882,0.9872,0.6788,0.2114,0.5571
MOD13Q1_006__250m_16_days_NDVI_doy2020113_aid0001,_250m_16_days_NDVI,aid0001,2020-04-22,76503.0,0.2199,0.9795,"(0.2199,0.9795)",0.6736944,0.1269262,0.0161103,0.7823,0.9795,0.6845,0.2678,0.5764
MOD13Q1_006__250m_16_days_NDVI_doy2020129_aid0001,_250m_16_days_NDVI,aid0001,2020-05-08,76503.0,0.1679,0.9988,"(0.1679,0.9988)",0.6516022,0.1437084,0.0206521,0.7746,0.9988,0.6661,0.1928,0.5415
MOD13Q1_006__250m_16_days_NDVI_doy2020145_aid0001,_250m_16_days_NDVI,aid0001,2020-05-24,76503.0,0.146,0.9729,"(0.146,0.9729)",0.6415869,0.1431248,0.0204847,0.7603,0.9729,0.6591,0.207,0.5389
MOD13Q1_006__250m_16_days_NDVI_doy2020161_aid0001,_250m_16_days_NDVI,aid0001,2020-06-09,76503.0,0.199,0.9662,"(0.199,0.9662)",0.6284122,0.1439211,0.0207133,0.7494,0.9662,0.6415,0.199,0.5186
MOD13Q1_006__250m_16_days_NDVI_doy2020177_aid0001,_250m_16_days_NDVI,aid0001,2020-06-25,76503.0,0.1983,0.8905,"(0.1983,0.8905)",0.5940788,0.1444438,0.020864,0.7119,0.8905,0.6012,0.1983,0.4836
MOD13Q1_006__250m_16_days_NDVI_doy2020193_aid0001,_250m_16_days_NDVI,aid0001,2020-07-11,76503.0,0.1691,0.883,"(0.1691,0.883)",0.5628675,0.1418291,0.0201155,0.6728,0.883,0.5645,0.1691,0.4557
MOD13Q1_006__250m_16_days_NDVI_doy2020209_aid0001,_250m_16_days_NDVI,aid0001,2020-07-27,76503.0,0.1518,0.8984,"(0.1518,0.8984)",0.5312525,0.1401937,0.0196543,0.6355,0.8984,0.5279,0.1518,0.4263
MOD13Q1_006__250m_16_days_NDVI_doy2020225_aid0001,_250m_16_days_NDVI,aid0001,2020-08-12,76503.0,0.1459,0.9499,"(0.1459,0.9499)",0.5073763,0.1270553,0.016143,0.5933,0.8581,0.5022,0.1524,0.4163
MOD13Q1_006__250m_16_days_NDVI_doy2020241_aid0001,_250m_16_days_NDVI,aid0001,2020-08-28,76503.0,0.1582,0.8777,"(0.1582,0.8777)",0.4989782,0.1346017,0.0181176,0.5902,0.8756,0.4916,0.1582,0.3994
MOD13Q1_006__250m_16_days_NDVI_doy2020257_aid0001,_250m_16_days_NDVI,aid0001,2020-09-13,76503.0,0.1577,0.8823,"(0.1577,0.8823)",0.4899644,0.1298419,0.0168589,0.57685,0.8503,0.4814,0.1577,0.3944
MOD13Q1_006__250m_16_days_NDVI_doy2020273_aid0001,_250m_16_days_NDVI,aid0001,2020-09-29,76503.0,0.1313,0.9754,"(0.1313,0.9754)",0.4992091,0.1191331,0.0141927,0.5804,0.8303,0.4982,0.174,0.4137
MOD13Q1_006__250m_16_days_NDVI_doy2020289_aid0001,_250m_16_days_NDVI,aid0001,2020-10-15,76503.0,0.0449,0.9904,"(0.0449,0.9904)",0.4977615,0.1328817,0.0176575,0.5945,0.8888,0.4991,0.1027,0.3977
MOD13Q1_006__250m_16_days_NDVI_doy2020305_aid0001,_250m_16_days_NDVI,aid0001,2020-10-31,76503.0,0.017,0.9981,"(0.017,0.9981)",0.5332779,0.1595731,0.0254636,0.654,0.9981,0.537,0.0501,0.4117
MOD13Q1_006__250m_16_days_NDVI_doy2020321_aid0001,_250m_16_days_NDVI,aid0001,2020-11-16,76503.0,0.1887,0.9993,"(0.1887,0.9993)",0.6104924,0.1322373,0.0174867,0.7163,0.9993,0.6146,0.1975,0.5068
MOD13Q1_006__250m_16_days_NDVI_doy2020337_aid0001,_250m_16_days_NDVI,aid0001,2020-12-02,76501.0,0.0248,0.9991,"(0.0248,0.9991)",0.5268787,0.1882612,0.0354423,0.6656,0.9991,0.5199,0.0248,0.3916
MOD13Q1_006__250m_16_days_NDVI_doy2020353_aid0001,_250m_16_days_NDVI,aid0001,2020-12-18,76500.0,0.0009,0.9992,"(0.0009,0.9992)",0.5380633,0.2163319,0.0467995,0.7096,0.9992,0.5517,0.0009,0.3781
MOD13Q1_006__250m_16_days_NDVI_doy2021001_aid0001,_250m_16_days_NDVI,aid0001,2021-01-01,76494.0,0.0254,0.9991,"(0.0254,0.9991)",0.6103399,0.184104,0.0338943,0.7598,0.9991,0.6242,0.071,0.4841
MOD13Q1_006__250m_16_days_NDVI_doy2021017_aid0001,_250m_16_days_NDVI,aid0001,2021-01-17,76501.0,0.1168,0.9944,"(0.1168,0.9944)",0.6418612,0.1332909,0.0177665,0.7548,0.9944,0.6464,0.2036,0.5339
MOD13Q1_006__250m_16_days_NDVI_doy2021033_aid0001,_250m_16_days_NDVI,aid0001,2021-02-02,76503.0,0.0429,0.9992,"(0.0429,0.9992)",0.5927876,0.1785032,0.0318634,0.7492,0.9992,0.6059,0.0429,0.4505
MOD13Q1_006__250m_16_days_NDVI_doy2021049_aid0001,_250m_16_days_NDVI,aid0001,2021-02-18,76496.0,-0.0035,0.9994,"(-0.0035,0.9994)",0.546396,0.1807713,0.0326782,0.6721,0.9994,0.5408,0.0773,0.4341
MOD13Q1_006__250m_16_days_NDVI_doy2021065_aid0001,_250m_16_days_NDVI,aid0001,2021-03-06,76501.0,0.013,0.9994,"(0.013,0.9994)",0.5330294,0.197,0.038809,0.6765,0.9994,0.5423,0.013,0.3982
MOD13Q1_006__250m_16_days_NDVI_doy2021081_aid0001,_250m_16_days_NDVI,aid0001,2021-03-22,76503.0,0.0682,0.9897,"(0.0682,0.9897)",0.6558494,0.1327241,0.0176157,0.7657,0.9897,0.6677,0.2482,0.5587
MOD13Q1_006__250m_16_days_NDVI_doy2021097_aid0001,_250m_16_days_NDVI,aid0001,2021-04-07,76503.0,0.0702,0.9968,"(0.0702,0.9968)",0.6562783,0.1189563,0.0141506,0.7561,0.9968,0.6618,0.2757,0.5638
MOD13Q1_006__250m_16_days_NDVI_doy2021113_aid0001,_250m_16_days_NDVI,aid0001,2021-04-23,76503.0,0.0317,0.9983,"(0.0317,0.9983)",0.6564353,0.1424574,0.0202941,0.7732,0.9983,0.669,0.2285,0.5553
MOD13Q1_006__250m_16_days_NDVI_doy2021129_aid0001,_250m_16_days_NDVI,aid0001,2021-05-09,76503.0,0.1798,0.9462,"(0.1798,0.9462)",0.671441,0.1251409,0.0156602,0.7782,0.9462,0.6814,0.2731,0.57525
MOD13Q1_006__250m_16_days_NDVI_doy2021145_aid0001,_250m_16_days_NDVI,aid0001,2021-05-25,76503.0,0.1781,0.9829,"(0.1781,0.9829)",0.6237715,0.1439966,0.020735,0.7436,0.9829,0.6353,0.1781,0.5143
MOD13Q1_006__250m_16_days_NDVI_doy2021161_aid0001,_250m_16_days_NDVI,aid0001,2021-06-10,76503.0,0.178,0.9705,"(0.178,0.9705)",0.5975586,0.1433902,0.0205607,0.71295,0.9705,0.6055,0.178,0.4917
MOD13Q1_006__250m_16_days_NDVI_doy2021177_aid0001,_250m_16_days_NDVI,aid0001,2021-06-26,76503.0,0.184,0.889,"(0.184,0.889)",0.5961375,0.1409005,0.019853,0.7074,0.889,0.6063,0.184,0.4942
MOD13Q1_006__250m_16_days_NDVI_doy2021193_aid0001,_250m_16_days_NDVI,aid0001,2021-07-12,76503.0,0.1703,0.909,"(0.1703,0.909)",0.5545998,0.1417678,0.0200981,0.6632,0.909,0.5557,0.1703,0.4495
MOD13Q1_006__250m_16_days_NDVI_doy2021209_aid0001,_250m_16_days_NDVI,aid0001,2021-07-28,76503.0,0.1803,0.8981,"(0.1803,0.8981)",0.5315275,0.139033,0.0193302,0.6326,0.8981,0.5291,0.1803,0.42885
MOD13Q1_006__250m_16_days_NDVI_doy2021225_aid0001,_250m_16_days_NDVI,aid0001,2021-08-13,76503.0,0.1717,0.8931,"(0.1717,0.8931)",0.5020333,0.130303,0.0169789,0.5919,0.8668,0.4973,0.1717,0.4064
MOD13Q1_006__250m_16_days_NDVI_doy2021241_aid0001,_250m_16_days_NDVI,aid0001,2021-08-29,76503.0,0.0751,0.9585,"(0.0751,0.9585)",0.5018094,0.1197883,0.0143492,0.5835,0.8365,0.4992,0.1657,0.4148
MOD13Q1_006__250m_16_days_NDVI_doy2021257_aid0001,_250m_16_days_NDVI,aid0001,2021-09-14,76503.0,0.0343,0.9861,"(0.0343,0.9861)",0.5176729,0.1197683,0.0143444,0.6023,0.8571,0.5155,0.1708,0.4294
MOD13Q1_006__250m_16_days_NDVI_doy2021273_aid0001,_250m_16_days_NDVI,aid0001,2021-09-30,76502.0,0.0063,0.9994,"(0.0063,0.9994)",0.4185221,0.2116192,0.0447827,0.5783,0.9994,0.39805,0.0063,0.2414
MOD13Q1_006__250m_16_days_NDVI_doy2021289_aid0001,_250m_16_days_NDVI,aid0001,2021-10-16,76502.0,0.0193,0.9986,"(0.0193,0.9986)",0.5653111,0.1499063,0.0224719,0.676,0.9986,0.5736,0.1347,0.4591
MOD13Q1_006__250m_16_days_NDVI_doy2021305_aid0001,_250m_16_days_NDVI,aid0001,2021-11-01,76493.0,-0.0234,0.9994,"(-0.0234,0.9994)",0.4837607,0.2157673,0.0465555,0.6438,0.9994,0.4899,-0.0234,0.3135
MOD13Q1_006__250m_16_days_NDVI_doy2021321_aid0001,_250m_16_days_NDVI,aid0001,2021-11-17,76494.0,0.0139,0.9995,"(0.0139,0.9995)",0.5521404,0.2051864,0.0421015,0.7185,0.9995,0.561,0.0139,0.4105
MOD13Q1_006__250m_16_days_NDVI_doy2021337_aid0001,_250m_16_days_NDVI,aid0001,2021-12-03,76485.0,-0.043,0.9993,"(-0.043,0.9993)",0.5363009,0.2170425,0.0471075,0.7036,0.9993,0.5509,-0.043,0.3778
MOD13Q1_006__250m_16_days_NDVI_doy2021353_aid0001,_250m_16_days_NDVI,aid0001,2021-12-19,76502.0,0.0086,0.9993,"(0.0086,0.9993)",0.5537675,0.2094321,0.0438618,0.7134,0.9993,0.568,0.0086,0.4194
MOD13Q1_006__250m_16_days_NDVI_doy2022001_aid0001,_250m_16_days_NDVI,aid0001,2022-01-01,76503.0,0.117,0.9975,"(0.117,0.9975)",0.6852922,0.1106416,0.0122416,0.7733,0.9975,0.6943,0.3511,0.604
MOD13Q1_006__250m_16_days_NDVI_doy2022017_aid0001,_250m_16_days_NDVI,aid0001,2022-01-17,76503.0,0.1016,0.9964,"(0.1016,0.9964)",0.6822618,0.1270354,0.016138,0.7853,0.9964,0.6929,0.287,0.5853
MOD13Q1_006__250m_16_days_NDVI_doy2022033_aid0001,_250m_16_days_NDVI,aid0001,2022-02-02,76501.0,0.0096,0.9995,"(0.0096,0.9995)",0.6619829,0.1468317,0.0215595,0.7711,0.9995,0.6892,0.2836,0.5761
MOD13Q1_006__250m_16_days_NDVI_doy2022049_aid0001,_250m_16_days_NDVI,aid0001,2022-02-18,76498.0,0.0363,0.9993,"(0.0363,0.9993)",0.6161432,0.1645381,0.0270728,0.7434,0.9993,0.6166,0.1717,0.5147
MOD13Q1_006__250m_16_days_NDVI_doy2022065_aid0001,_250m_16_days_NDVI,aid0001,2022-03-06,76494.0,0.0171,0.9992,"(0.0171,0.9992)",0.5325346,0.1769619,0.0313155,0.6551,0.9992,0.5277,0.0488,0.412
MOD13Q1_006__250m_16_days_NDVI_doy2022081_aid0001,_250m_16_days_NDVI,aid0001,2022-03-22,76503.0,0.0285,0.9993,"(0.0285,0.9993)",0.5793885,0.1685898,0.0284225,0.70805,0.9993,0.5847,0.1105,0.4688
MOD13Q1_006__250m_16_days_NDVI_doy2022097_aid0001,_250m_16_days_NDVI,aid0001,2022-04-07,76494.0,0.0236,0.9994,"(0.0236,0.9994)",0.5647676,0.1957036,0.0382999,0.7122,0.9994,0.5695,0.0277,0.4375
MOD13Q1_006__250m_16_days_NDVI_doy2022113_aid0001,_250m_16_days_NDVI,aid0001,2022-04-23,76503.0,0.0719,0.9907,"(0.0719,0.9907)",0.6666363,0.1121741,0.012583,0.7571,0.9907,0.6722,0.3342,0.5875
MOD13Q1_006__250m_16_days_NDVI_doy2022129_aid0001,_250m_16_days_NDVI,aid0001,2022-05-09,76503.0,0.0451,0.9981,"(0.0451,0.9981)",0.6232155,0.1298822,0.0168694,0.7232,0.9981,0.6288,0.2433,0.5312
MOD13Q1_006__250m_16_days_NDVI_doy2022145_aid0001,_250m_16_days_NDVI,aid0001,2022-05-25,76503.0,0.1981,0.9616,"(0.1981,0.9616)",0.6269999,0.1389933,0.0193191,0.7413,0.9616,0.6401,0.1981,0.52375
MOD13Q1_006__250m_16_days_NDVI_doy2022161_aid0001,_250m_16_days_NDVI,aid0001,2022-06-10,76503.0,0.1767,0.9092,"(0.1767,0.9092)",0.6253601,0.1366209,0.0186653,0.73575,0.9092,0.6392,0.2157,0.5274
MOD13Q1_006__250m_16_days_NDVI_doy2022177_aid0001,_250m_16_days_NDVI,aid0001,2022-06-26,76503.0,0.1745,0.8812,"(0.1745,0.8812)",0.5929901,0.1373258,0.0188584,0.7023,0.8812,0.6007,0.1816,0.4915
MOD13Q1_006__250m_16_days_NDVI_doy2022193_aid0001,_250m_16_days_NDVI,aid0001,2022-07-12,76503.0,0.1476,0.888,"(0.1476,0.888)",0.5613783,0.1401974,0.0196553,0.66885,0.888,0.5664,0.1476,0.458
MOD13Q1_006__250m_16_days_NDVI_doy2022209_aid0001,_250m_16_days_NDVI,aid0001,2022-07-28,76503.0,0.1538,0.8771,"(0.1538,0.8771)",0.5343537,0.133991,0.0179536,0.63275,0.8771,0.5343,0.1538,0.4359
MOD13Q1_006__250m_16_days_NDVI_doy2022225_aid0001,_250m_16_days_NDVI,aid0001,2022-08-13,76503.0,0.1508,0.8816,"(0.1508,0.8816)",0.5112379,0.1324787,0.0175506,0.6038,0.8816,0.5078,0.1508,0.414
